Call ID,Customer Company Name,Sentiment,CSAT Score,Call Timestamp,Reason,City,State,Channel,Response Time,Call Duration (in Minutes),Call Center,First Contact Resolution (FCR) Flag,Abandon Flag,Agent
DKK-21219351-w-768780-fU,Berge and Sons,Neutral,1,8/19/23 19:36,Account Update,Houston,Illinois,Chatbot,Above SLA,42,Los Angeles/CA,Y,N,Emily Johnson
DKK-90502326-w-274917-fU,Omega Corp,Neutral,3,5/2/23 7:23,New Service Inquiry,San Jose,California,Chatbot,Above SLA,8,Los Angeles/CA,N,N,Emily Johnson
DKK-29844647-w-194073-fU,Alpha Solutions,Very Positive,4,2/11/23 7:05,Payment Issue,Phoenix,Arizona,Chatbot,Above SLA,3,Los Angeles/CA,N,N,Emily Johnson
DKK-53209019-w-970218-fU,Delta Services,Negative,3,11/29/23 22:00,Payment Issue,San Antonio,Michigan,Call-Center,Within SLA,36,Dallas/TX,N,N,David Kim
DKK-48773410-w-672291-fU,Delta Services,Very Positive,4,3/21/23 23:48,Payment Issue,Los Angeles,Arizona,Call-Center,Within SLA,30,Dallas/TX,Y,N,John Smith
DKK-65245553-w-232895-fU,Astro Tech,Very Negative,3,8/16/23 14:09,Account Update,San Diego,California,Call-Center,Above SLA,2,Dallas/TX,Y,N,Linda Chen
DKK-55981866-w-302539-fU,Omega Corp,Very Negative,1,12/9/23 18:28,Technical Support,New York,Arizona,Call-Center,Within SLA,51,Dallas/TX,N,N,Michael Brown
DKK-79248954-w-412015-fU,Alpha Solutions,Neutral,5,1/19/23 9:06,New Service Inquiry,Los Angeles,Illinois,Chatbot,Above SLA,13,Dallas/TX,N,N,John Smith
DKK-12833159-w-459967-fU,Prime Associates,Neutral,5,7/20/23 6:06,Account Update,Dallas,Texas,Chatbot,Above SLA,41,New York/NY,N,N,Linda Chen
DKK-30612132-w-361455-fU,Astro Tech,Neutral,5,6/18/23 5:14,Payment Issue,New York,California,Call-Center,Within SLA,45,Chicago/IL,N,Y,Sophia Garcia
DKK-55045877-w-197015-fU,Omega Corp,Positive,3,12/23/23 23:03,New Service Inquiry,New York,Texas,Chatbot,Above SLA,12,Los Angeles/CA,Y,Y,Daniel Lee
DKK-71543798-w-914858-fU,Prime Associates,Positive,1,7/5/23 2:17,Payment Issue,San Jose,Arizona,Call-Center,Within SLA,40,Chicago/IL,N,N,Michael Brown
DKK-19836817-w-958626-fU,Alpha Solutions,Very Negative,4,5/10/23 21:14,Service Outage,San Antonio,California,Chatbot,Above SLA,6,Dallas/TX,Y,N,Anita Patel
DKK-58078715-w-945628-fU,Berge and Sons,Positive,1,12/3/23 15:08,Billing Question,Houston,California,Chatbot,Above SLA,15,Dallas/TX,Y,N,John Smith
DKK-13271123-w-832315-fU,Techtronics Ltd,Negative,2,7/10/23 9:23,Payment Issue,San Antonio,Texas,Chatbot,Above SLA,53,Los Angeles/CA,Y,Y,Michael Brown
DKK-36208423-w-334948-fU,Nova Enterprises,Negative,4,10/2/23 19:43,New Service Inquiry,Chicago,Michigan,Call-Center,Above SLA,33,New York/NY,N,Y,Sophia Garcia
DKK-52364440-w-844175-fU,Omega Corp,Neutral,3,9/16/23 2:15,New Service Inquiry,Phoenix,Texas,Call-Center,Above SLA,48,Chicago/IL,Y,Y,Michael Brown
DKK-44137159-w-720391-fU,Berge and Sons,Neutral,3,2/12/23 2:37,Payment Issue,Dallas,New York,Chatbot,Above SLA,27,Chicago/IL,N,Y,Daniel Lee
DKK-11046256-w-870070-fU,Astro Tech,Negative,5,9/10/23 21:29,Technical Support,San Antonio,New York,Call-Center,Within SLA,53,Los Angeles/CA,Y,N,Michael Brown
DKK-12661609-w-593329-fU,Pinnacle Group,Neutral,2,5/27/23 3:56,Service Outage,San Diego,Michigan,Chatbot,Within SLA,19,Los Angeles/CA,Y,N,Sophia Garcia
DKK-22415795-w-191580-fU,Berge and Sons,Negative,5,10/30/23 17:07,Technical Support,Dallas,New York,Call-Center,Within SLA,6,Los Angeles/CA,Y,N,Daniel Lee
DKK-33147637-w-269490-fU,Omega Corp,Very Positive,1,12/15/23 3:53,New Service Inquiry,Chicago,Michigan,Chatbot,Above SLA,15,Chicago/IL,N,N,John Smith
DKK-49988955-w-565966-fU,Techtronics Ltd,Negative,4,11/26/23 8:29,New Service Inquiry,New York,Michigan,Call-Center,Above SLA,28,Chicago/IL,Y,N,Daniel Lee
DKK-17928455-w-562230-fU,Alpha Solutions,Neutral,1,1/21/23 4:01,Payment Issue,Los Angeles,Illinois,Call-Center,Within SLA,25,Chicago/IL,Y,Y,John Smith
DKK-60849665-w-291090-fU,Prime Associates,Neutral,1,3/30/23 7:41,Payment Issue,San Diego,New York,Chatbot,Within SLA,57,New York/NY,Y,Y,Sophia Garcia
DKK-60436261-w-250060-fU,Alpha Solutions,Very Positive,1,6/19/23 13:21,Payment Issue,Phoenix,Arizona,Call-Center,Within SLA,30,Chicago/IL,Y,N,John Smith
DKK-55406636-w-827368-fU,Global Ventures,Very Positive,2,10/5/23 23:14,New Service Inquiry,Detroit,Texas,Chatbot,Within SLA,32,Dallas/TX,N,Y,Daniel Lee
DKK-97297158-w-674858-fU,Global Ventures,Positive,4,3/24/23 17:41,New Service Inquiry,San Jose,Arizona,Call-Center,Within SLA,29,Dallas/TX,Y,Y,Sophia Garcia
DKK-67254355-w-849278-fU,Delta Services,Neutral,2,12/9/23 17:17,Account Update,Phoenix,Arizona,Chatbot,Within SLA,36,Chicago/IL,Y,N,David Kim
DKK-26860543-w-336607-fU,Astro Tech,Neutral,4,4/7/23 17:24,Service Outage,Dallas,Illinois,Chatbot,Above SLA,39,Chicago/IL,N,N,Emily Johnson
DKK-42404872-w-391319-fU,Berge and Sons,Very Positive,1,3/8/23 14:52,Technical Support,New York,California,Chatbot,Within SLA,25,New York/NY,Y,N,Linda Chen
DKK-26183182-w-343985-fU,Astro Tech,Neutral,5,3/28/23 6:56,Payment Issue,San Antonio,Michigan,Call-Center,Within SLA,6,Dallas/TX,N,Y,Daniel Lee
DKK-80709834-w-562225-fU,Alpha Solutions,Very Positive,1,12/13/23 20:46,Payment Issue,Phoenix,Texas,Call-Center,Above SLA,40,Los Angeles/CA,Y,N,Anita Patel
DKK-18640990-w-759095-fU,Pinnacle Group,Neutral,3,12/12/23 1:13,New Service Inquiry,San Diego,Arizona,Call-Center,Above SLA,7,Chicago/IL,Y,Y,Emily Johnson
DKK-42865181-w-394455-fU,Techtronics Ltd,Negative,2,7/27/23 13:21,Payment Issue,Chicago,Michigan,Call-Center,Within SLA,11,Dallas/TX,Y,N,Daniel Lee
DKK-52915649-w-407795-fU,Delta Services,Neutral,4,6/10/23 21:35,Service Outage,Los Angeles,Arizona,Chatbot,Above SLA,53,Chicago/IL,N,Y,Anita Patel
DKK-42865181-w-394455-fU,Techtronics Ltd,Negative,2,7/27/23 13:21,Payment Issue,Chicago,Michigan,Call-Center,Within SLA,11,Dallas/TX,Y,N,Anita Patel
DKK-35368457-w-428105-fU,Nova Enterprises,Very Negative,3,9/17/23 23:21,Payment Issue,Chicago,Arizona,Call-Center,Within SLA,49,Los Angeles/CA,N,Y,Michael Brown
DKK-17928455-w-562230-fU,Global Ventures,Positive,3,7/18/23 21:05,New Service Inquiry,New York,New York,Call-Center,Above SLA,17,Dallas/TX,Y,N,Daniel Lee
DKK-71850720-w-458988-fU,Nova Enterprises,Negative,1,11/3/23 5:14,New Service Inquiry,Chicago,Michigan,Call-Center,Above SLA,59,New York/NY,N,Y,Sophia Garcia
DKK-58911216-w-790561-fU,Prime Associates,Very Positive,4,3/2/23 9:34,Account Update,Dallas,Texas,Call-Center,Within SLA,22,Dallas/TX,Y,N,Sophia Garcia
DKK-93971984-w-959187-fU,Alpha Solutions,Very Negative,2,2/12/23 8:03,New Service Inquiry,San Antonio,Michigan,Chatbot,Above SLA,37,Dallas/TX,Y,N,Emily Johnson
DKK-67832728-w-663018-fU,Pinnacle Group,Very Positive,5,7/22/23 15:14,New Service Inquiry,Dallas,Arizona,Chatbot,Within SLA,49,Dallas/TX,N,Y,Linda Chen
DKK-13674323-w-825311-fU,Nova Enterprises,Very Positive,3,6/17/23 12:36,New Service Inquiry,San Antonio,Michigan,Call-Center,Above SLA,50,New York/NY,Y,Y,Linda Chen
DKK-63106279-w-377663-fU,Prime Associates,Negative,3,10/23/23 19:22,New Service Inquiry,San Antonio,California,Chatbot,Above SLA,26,Los Angeles/CA,Y,N,John Smith
DKK-24126405-w-680329-fU,Alpha Solutions,Very Positive,4,11/11/23 15:49,Payment Issue,Dallas,New York,Chatbot,Above SLA,9,New York/NY,Y,Y,Anita Patel
DKK-31173264-w-148385-fU,Alpha Solutions,Neutral,3,2/26/23 3:42,Payment Issue,Los Angeles,Arizona,Chatbot,Within SLA,18,New York/NY,Y,N,Daniel Lee
DKK-94670334-w-738877-fU,Global Ventures,Negative,3,1/2/23 22:51,Payment Issue,Chicago,New York,Chatbot,Within SLA,30,Dallas/TX,Y,Y,John Smith
DKK-61071245-w-629430-fU,Omega Corp,Positive,5,5/2/23 20:48,New Service Inquiry,Chicago,New York,Call-Center,Within SLA,44,Dallas/TX,N,Y,John Smith
DKK-92800503-w-105602-fU,Alpha Solutions,Very Negative,4,7/12/23 23:41,Technical Support,San Jose,California,Call-Center,Within SLA,49,Chicago/IL,N,Y,Sophia Garcia
DKK-88490347-w-105839-fU,Berge and Sons,Positive,5,4/6/23 23:00,Service Outage,New York,New York,Call-Center,Within SLA,7,Los Angeles/CA,N,Y,Anita Patel
DKK-94529373-w-407855-fU,Prime Associates,Neutral,2,12/14/23 16:36,Payment Issue,San Jose,Michigan,Chatbot,Above SLA,36,Los Angeles/CA,N,N,Daniel Lee
DKK-59569225-w-857162-fU,Prime Associates,Very Negative,4,3/24/23 0:56,Payment Issue,Los Angeles,Illinois,Call-Center,Above SLA,53,Los Angeles/CA,N,Y,Daniel Lee
DKK-68808765-w-597406-fU,Pinnacle Group,Neutral,2,2/11/23 3:18,Payment Issue,San Diego,Michigan,Chatbot,Within SLA,6,Los Angeles/CA,N,N,Michael Brown
DKK-88975099-w-298441-fU,Delta Services,Very Negative,5,10/5/23 1:39,Technical Support,Phoenix,New York,Chatbot,Above SLA,9,Los Angeles/CA,N,N,Anita Patel
DKK-75629504-w-976306-fU,Omega Corp,Very Positive,3,9/11/23 20:05,Billing Question,Houston,Texas,Chatbot,Above SLA,26,Dallas/TX,N,N,Sophia Garcia
DKK-90764853-w-577416-fU,Astro Tech,Neutral,5,11/22/23 0:42,New Service Inquiry,Houston,California,Call-Center,Within SLA,5,New York/NY,N,Y,Emily Johnson
DKK-56036776-w-673376-fU,Astro Tech,Neutral,2,7/27/23 3:45,Payment Issue,San Jose,New York,Call-Center,Above SLA,4,New York/NY,N,N,David Kim
DKK-47311417-w-983572-fU,Techtronics Ltd,Very Negative,1,1/22/23 18:05,Service Outage,San Diego,Texas,Chatbot,Above SLA,55,New York/NY,N,N,Daniel Lee
DKK-52192718-w-848789-fU,Global Ventures,Positive,5,3/17/23 5:23,New Service Inquiry,New York,Arizona,Chatbot,Above SLA,55,Los Angeles/CA,N,N,Anita Patel
DKK-10209540-w-958931-fU,Prime Associates,Very Negative,1,4/20/23 5:25,Service Outage,Detroit,New York,Call-Center,Within SLA,39,Dallas/TX,N,Y,Daniel Lee
DKK-67254355-w-849278-fU,Delta Services,Neutral,2,12/9/23 17:17,Account Update,Phoenix,Arizona,Chatbot,Within SLA,36,Chicago/IL,Y,N,David Kim
DKK-68228782-w-592405-fU,Alpha Solutions,Neutral,2,9/27/23 9:10,New Service Inquiry,Chicago,Texas,Call-Center,Above SLA,10,Dallas/TX,Y,Y,Emily Johnson
DKK-34086621-w-135874-fU,Omega Corp,Negative,3,8/11/23 21:40,Payment Issue,Houston,Illinois,Chatbot,Above SLA,25,Chicago/IL,Y,N,Daniel Lee
DKK-37107003-w-406805-fU,Global Ventures,Negative,5,10/21/23 0:41,Payment Issue,San Diego,Arizona,Chatbot,Above SLA,26,Dallas/TX,Y,Y,Anita Patel
DKK-87202312-w-274497-fU,Omega Corp,Neutral,5,5/2/23 14:58,Payment Issue,Phoenix,Michigan,Chatbot,Within SLA,49,Chicago/IL,N,N,Sophia Garcia
DKK-40241735-w-411150-fU,Techtronics Ltd,Neutral,1,7/25/23 7:34,Service Outage,San Diego,California,Call-Center,Within SLA,43,Dallas/TX,Y,Y,Michael Brown
DKK-68228782-w-592405-fU,Alpha Solutions,Neutral,2,9/27/23 9:10,New Service Inquiry,Chicago,Texas,Call-Center,Above SLA,10,Dallas/TX,Y,Y,Anita Patel
DKK-24140889-w-757406-fU,Global Ventures,Neutral,1,7/15/23 20:03,Technical Support,San Diego,California,Call-Center,Within SLA,58,Dallas/TX,Y,Y,John Smith
DKK-16565063-w-341652-fU,Prime Associates,Very Negative,2,10/8/23 9:09,Service Outage,Houston,Texas,Call-Center,Within SLA,19,New York/NY,Y,Y,Daniel Lee
DKK-90764853-w-577416-fU,Astro Tech,Neutral,5,11/22/23 0:42,New Service Inquiry,Houston,California,Call-Center,Within SLA,5,New York/NY,N,Y,Sophia Garcia
DKK-15624211-w-864143-fU,Delta Services,Negative,1,6/28/23 7:19,New Service Inquiry,Dallas,Michigan,Chatbot,Above SLA,5,New York/NY,Y,N,Anita Patel
DKK-68671628-w-817219-fU,Global Ventures,Very Positive,2,1/31/23 2:56,Payment Issue,San Antonio,Texas,Call-Center,Above SLA,39,New York/NY,N,Y,Emily Johnson
DKK-88975099-w-298441-fU,Delta Services,Very Negative,5,10/5/23 1:39,Technical Support,Phoenix,New York,Chatbot,Above SLA,9,Los Angeles/CA,N,N,Anita Patel
DKK-52941044-w-875380-fU,Astro Tech,Negative,5,1/26/23 22:00,New Service Inquiry,Detroit,Arizona,Chatbot,Within SLA,25,Los Angeles/CA,Y,Y,John Smith
DKK-44152399-w-931102-fU,Astro Tech,Very Positive,4,8/6/23 11:25,New Service Inquiry,San Jose,Arizona,Chatbot,Within SLA,43,New York/NY,Y,Y,Emily Johnson
DKK-12807875-w-785506-fU,Nova Enterprises,Neutral,2,7/19/23 17:02,Service Outage,Los Angeles,Arizona,Chatbot,Above SLA,46,Chicago/IL,Y,Y,John Smith
DKK-68808765-w-597406-fU,Pinnacle Group,Neutral,2,2/11/23 3:18,Payment Issue,San Diego,Michigan,Chatbot,Within SLA,6,Los Angeles/CA,N,N,Michael Brown
DKK-92391396-w-530116-fU,Global Ventures,Very Positive,4,6/16/23 23:57,Payment Issue,San Diego,Michigan,Call-Center,Within SLA,37,Dallas/TX,Y,Y,Linda Chen
DKK-36181777-w-945480-fU,Techtronics Ltd,Positive,2,12/24/23 4:23,Technical Support,Los Angeles,Michigan,Call-Center,Above SLA,30,Los Angeles/CA,Y,Y,Daniel Lee
DKK-63661649-w-713464-fU,Astro Tech,Very Negative,1,8/6/23 3:21,Payment Issue,San Diego,Michigan,Call-Center,Above SLA,47,New York/NY,Y,N,Michael Brown
DKK-52941044-w-875380-fU,Omega Corp,Positive,5,8/7/23 20:06,Payment Issue,Detroit,Arizona,Chatbot,Above SLA,25,Chicago/IL,Y,N,Michael Brown
DKK-28981548-w-190536-fU,Berge and Sons,Negative,3,10/12/23 1:20,New Service Inquiry,San Antonio,New York,Call-Center,Above SLA,60,Dallas/TX,Y,Y,Michael Brown
DKK-66062957-w-264296-fU,Alpha Solutions,Negative,3,6/26/23 1:22,Payment Issue,San Antonio,California,Call-Center,Above SLA,28,New York/NY,Y,Y,David Kim
DKK-67832728-w-663018-fU,Pinnacle Group,Very Positive,5,7/22/23 15:14,New Service Inquiry,Dallas,Arizona,Chatbot,Within SLA,49,Dallas/TX,N,Y,Linda Chen
DKK-94662604-w-526523-fU,Astro Tech,Neutral,5,7/5/23 4:17,New Service Inquiry,Los Angeles,California,Chatbot,Within SLA,18,Dallas/TX,Y,N,Daniel Lee
DKK-61071245-w-629430-fU,Omega Corp,Positive,5,5/2/23 20:48,New Service Inquiry,Chicago,New York,Call-Center,Within SLA,44,Dallas/TX,N,Y,John Smith
DKK-55406636-w-827368-fU,Global Ventures,Very Positive,2,10/5/23 23:14,New Service Inquiry,Detroit,Texas,Chatbot,Within SLA,32,Dallas/TX,N,Y,Daniel Lee
DKK-15636554-w-585664-fU,Alpha Solutions,Very Positive,4,8/8/23 12:04,New Service Inquiry,San Antonio,Illinois,Call-Center,Within SLA,7,Los Angeles/CA,N,N,Emily Johnson
DKK-66983831-w-242694-fU,Global Ventures,Neutral,3,4/2/23 8:07,New Service Inquiry,New York,Michigan,Chatbot,Within SLA,28,New York/NY,Y,N,Michael Brown
DKK-41828070-w-376986-fU,Techtronics Ltd,Negative,5,6/23/23 2:57,New Service Inquiry,San Antonio,New York,Chatbot,Within SLA,32,Chicago/IL,N,N,Michael Brown
DKK-17928455-w-562230-fU,Alpha Solutions,Neutral,1,1/21/23 4:01,Payment Issue,Los Angeles,Illinois,Call-Center,Within SLA,25,Chicago/IL,Y,Y,John Smith
DKK-95425493-w-736315-fU,Berge and Sons,Neutral,4,7/14/23 2:02,Service Outage,Chicago,New York,Call-Center,Within SLA,38,Los Angeles/CA,Y,Y,Anita Patel
DKK-74679156-w-351054-fU,Omega Corp,Very Positive,4,6/10/23 3:05,Payment Issue,New York,Texas,Call-Center,Within SLA,60,Chicago/IL,Y,Y,Emily Johnson
DKK-35905418-w-920797-fU,Global Ventures,Neutral,3,5/26/23 0:06,Account Update,San Antonio,Illinois,Chatbot,Within SLA,18,Los Angeles/CA,N,Y,Michael Brown
DKK-67864657-w-860768-fU,Techtronics Ltd,Very Negative,5,6/25/23 10:00,New Service Inquiry,San Antonio,California,Chatbot,Above SLA,2,New York/NY,Y,Y,John Smith
DKK-35510364-w-896094-fU,Pinnacle Group,Very Positive,2,7/16/23 21:53,Payment Issue,Dallas,Texas,Call-Center,Above SLA,28,Los Angeles/CA,N,Y,Sophia Garcia
DKK-62503876-w-385450-fU,Prime Associates,Very Negative,3,5/30/23 20:25,New Service Inquiry,Chicago,Michigan,Chatbot,Above SLA,45,Los Angeles/CA,N,Y,Linda Chen
DKK-33155678-w-913432-fU,Pinnacle Group,Very Negative,4,6/10/23 10:04,Payment Issue,Detroit,California,Call-Center,Within SLA,26,Chicago/IL,N,N,Linda Chen
DKK-58911216-w-790561-fU,Prime Associates,Very Positive,4,3/2/23 9:34,Account Update,Dallas,Texas,Call-Center,Within SLA,22,Dallas/TX,Y,N,Sophia Garcia
DKK-94571321-w-161810-fU,Nova Enterprises,Neutral,2,5/5/23 23:07,Payment Issue,San Diego,California,Chatbot,Above SLA,55,Dallas/TX,Y,N,Emily Johnson
DKK-33155678-w-913432-fU,Pinnacle Group,Very Negative,4,6/10/23 10:04,Payment Issue,Detroit,California,Call-Center,Within SLA,26,Chicago/IL,N,N,Michael Brown
DKK-55045877-w-197015-fU,Omega Corp,Positive,3,12/23/23 23:03,New Service Inquiry,New York,Texas,Chatbot,Above SLA,12,Los Angeles/CA,Y,Y,Daniel Lee
DKK-44152399-w-931102-fU,Astro Tech,Neutral,4,1/9/23 12:07,Technical Support,Detroit,California,Call-Center,Within SLA,3,New York/NY,Y,N,Daniel Lee
DKK-94670334-w-738877-fU,Global Ventures,Negative,3,1/2/23 22:51,Payment Issue,Chicago,New York,Chatbot,Within SLA,30,Dallas/TX,Y,Y,David Kim
DKK-22873885-w-937484-fU,Techtronics Ltd,Very Negative,3,7/12/23 5:55,Payment Issue,Houston,Texas,Chatbot,Within SLA,25,Chicago/IL,N,N,Anita Patel
DKK-24659356-w-102745-fU,Techtronics Ltd,Very Negative,1,5/25/23 13:41,Service Outage,Detroit,New York,Call-Center,Above SLA,49,Dallas/TX,N,Y,John Smith
DKK-51425627-w-853367-fU,Berge and Sons,Very Positive,2,9/6/23 21:04,New Service Inquiry,San Diego,California,Call-Center,Within SLA,49,Dallas/TX,Y,N,Sophia Garcia
DKK-10796813-w-585459-fU,Astro Tech,Positive,5,11/12/23 0:06,New Service Inquiry,San Antonio,New York,Call-Center,Above SLA,35,New York/NY,N,N,Daniel Lee
DKK-53838609-w-785881-fU,Nova Enterprises,Neutral,5,4/13/23 21:27,Payment Issue,Los Angeles,California,Call-Center,Within SLA,50,New York/NY,N,N,Michael Brown
DKK-40768693-w-620043-fU,Techtronics Ltd,Neutral,4,1/24/23 19:04,Payment Issue,Dallas,New York,Chatbot,Above SLA,18,Chicago/IL,N,Y,Anita Patel
DKK-62177372-w-882986-fU,Pinnacle Group,Positive,2,6/11/23 3:17,Technical Support,Los Angeles,California,Call-Center,Above SLA,25,Chicago/IL,Y,Y,Daniel Lee
DKK-91932481-w-513684-fU,Delta Services,Neutral,2,8/21/23 18:35,New Service Inquiry,Dallas,Arizona,Chatbot,Within SLA,27,New York/NY,N,Y,Linda Chen
DKK-72985777-w-708130-fU,Nova Enterprises,Positive,1,10/4/23 10:42,New Service Inquiry,San Antonio,Michigan,Call-Center,Above SLA,51,New York/NY,N,N,Daniel Lee
DKK-94529373-w-407855-fU,Omega Corp,Very Positive,5,10/25/23 20:44,Service Outage,Dallas,Illinois,Chatbot,Above SLA,33,Dallas/TX,Y,Y,Daniel Lee
DKK-65151517-w-545100-fU,Astro Tech,Neutral,4,8/15/23 20:10,New Service Inquiry,Phoenix,Texas,Chatbot,Above SLA,3,Los Angeles/CA,N,Y,Michael Brown
DKK-14720052-w-161357-fU,Alpha Solutions,Very Positive,5,3/31/23 13:22,Account Update,Phoenix,California,Call-Center,Above SLA,26,Dallas/TX,N,N,John Smith
DKK-79248954-w-412015-fU,Alpha Solutions,Neutral,5,1/19/23 9:06,New Service Inquiry,Los Angeles,Illinois,Chatbot,Above SLA,13,Dallas/TX,N,N,John Smith
DKK-46234350-w-153230-fU,Nova Enterprises,Very Negative,3,10/4/23 14:50,New Service Inquiry,Dallas,California,Chatbot,Above SLA,16,Dallas/TX,N,N,John Smith
DKK-42404872-w-391319-fU,Berge and Sons,Very Positive,1,3/8/23 14:52,Technical Support,New York,California,Chatbot,Within SLA,25,New York/NY,Y,N,Sophia Garcia
DKK-71537041-w-548062-fU,Nova Enterprises,Positive,5,9/25/23 17:03,Technical Support,New York,Michigan,Chatbot,Above SLA,11,New York/NY,N,Y,Emily Johnson
DKK-58078715-w-945628-fU,Berge and Sons,Positive,1,12/3/23 15:08,Billing Question,Houston,California,Chatbot,Above SLA,15,Dallas/TX,Y,N,John Smith
DKK-83353046-w-601662-fU,Berge and Sons,Very Negative,4,3/10/23 7:34,Payment Issue,Los Angeles,Illinois,Chatbot,Above SLA,4,Dallas/TX,N,N,Linda Chen
DKK-17928455-w-562230-fU,Techtronics Ltd,Very Positive,4,2/5/23 17:26,Payment Issue,Houston,Arizona,Chatbot,Above SLA,3,Chicago/IL,Y,Y,Daniel Lee
DKK-28164244-w-514149-fU,Alpha Solutions,Positive,1,11/10/23 5:40,Billing Question,San Diego,Arizona,Chatbot,Above SLA,38,New York/NY,N,N,Anita Patel
DKK-12926145-w-190763-fU,Omega Corp,Neutral,4,6/11/23 6:58,New Service Inquiry,Phoenix,California,Chatbot,Within SLA,41,Chicago/IL,Y,Y,Anita Patel
DKK-83999305-w-408555-fU,Pinnacle Group,Very Negative,4,8/13/23 18:31,Payment Issue,San Jose,Illinois,Call-Center,Above SLA,23,Dallas/TX,Y,Y,Linda Chen
DKK-80481773-w-960627-fU,Global Ventures,Very Positive,5,9/12/23 16:39,Payment Issue,Phoenix,Texas,Call-Center,Above SLA,46,Dallas/TX,N,N,Michael Brown
DKK-12429231-w-848117-fU,Techtronics Ltd,Very Negative,3,1/20/23 17:17,Billing Question,Phoenix,Texas,Call-Center,Above SLA,52,Los Angeles/CA,N,Y,David Kim
DKK-66682989-w-104028-fU,Alpha Solutions,Positive,3,11/19/23 1:57,Service Outage,San Antonio,Michigan,Call-Center,Above SLA,17,Chicago/IL,Y,N,Daniel Lee
DKK-57642682-w-927180-fU,Techtronics Ltd,Very Negative,1,10/12/23 9:02,New Service Inquiry,Chicago,New York,Call-Center,Above SLA,2,Chicago/IL,Y,N,Emily Johnson
DKK-20239185-w-441654-fU,Nova Enterprises,Very Positive,3,9/12/23 19:13,New Service Inquiry,Houston,California,Call-Center,Within SLA,2,Chicago/IL,Y,N,Michael Brown
DKK-58445609-w-985951-fU,Prime Associates,Neutral,3,5/14/23 6:03,New Service Inquiry,Los Angeles,Illinois,Chatbot,Above SLA,4,Los Angeles/CA,N,N,Michael Brown
DKK-64226020-w-568340-fU,Nova Enterprises,Positive,5,11/21/23 16:26,New Service Inquiry,San Diego,Illinois,Chatbot,Above SLA,8,Chicago/IL,N,N,Sophia Garcia
DKK-95425493-w-736315-fU,Berge and Sons,Neutral,4,7/14/23 2:02,Service Outage,Chicago,New York,Call-Center,Within SLA,38,Los Angeles/CA,Y,Y,Anita Patel
DKK-75600362-w-690844-fU,Techtronics Ltd,Negative,5,6/15/23 16:42,Service Outage,New York,Texas,Call-Center,Within SLA,34,Dallas/TX,Y,N,Emily Johnson
DKK-28730866-w-566958-fU,Omega Corp,Negative,4,5/22/23 10:00,Account Update,Chicago,Michigan,Chatbot,Within SLA,8,Dallas/TX,N,Y,David Kim
DKK-74679156-w-351054-fU,Pinnacle Group,Neutral,5,7/16/23 20:46,Billing Question,San Antonio,California,Chatbot,Within SLA,1,Dallas/TX,Y,N,Linda Chen
DKK-58445609-w-985951-fU,Prime Associates,Neutral,3,5/14/23 6:03,New Service Inquiry,Los Angeles,Illinois,Chatbot,Above SLA,4,Los Angeles/CA,N,N,Michael Brown
DKK-62628129-w-693460-fU,Techtronics Ltd,Positive,4,3/9/23 13:43,Billing Question,Los Angeles,Michigan,Call-Center,Above SLA,45,Dallas/TX,Y,Y,Michael Brown
DKK-29653677-w-124918-fU,Delta Services,Very Negative,2,11/20/23 22:30,Payment Issue,New York,Texas,Chatbot,Within SLA,31,Los Angeles/CA,N,Y,David Kim
DKK-88079524-w-925209-fU,Nova Enterprises,Very Negative,1,12/5/23 11:29,New Service Inquiry,Houston,Arizona,Call-Center,Above SLA,54,Chicago/IL,Y,Y,Linda Chen
DKK-58810621-w-460435-fU,Nova Enterprises,Very Negative,1,5/27/23 5:47,New Service Inquiry,Dallas,Illinois,Chatbot,Within SLA,30,Chicago/IL,N,Y,Anita Patel
DKK-64131341-w-832616-fU,Omega Corp,Negative,4,3/16/23 11:44,Technical Support,Dallas,New York,Chatbot,Within SLA,45,New York/NY,N,Y,Sophia Garcia
DKK-78032501-w-492318-fU,Omega Corp,Very Positive,4,1/9/23 19:53,Payment Issue,Dallas,California,Chatbot,Above SLA,23,Los Angeles/CA,N,Y,John Smith
DKK-64502416-w-534324-fU,Techtronics Ltd,Very Positive,1,12/14/23 7:52,New Service Inquiry,Chicago,Illinois,Chatbot,Within SLA,3,Los Angeles/CA,Y,N,Emily Johnson
DKK-25756275-w-161377-fU,Pinnacle Group,Positive,5,3/24/23 5:50,Technical Support,Phoenix,New York,Chatbot,Above SLA,47,New York/NY,N,Y,Linda Chen
DKK-85510773-w-230280-fU,Astro Tech,Neutral,1,8/26/23 7:18,Payment Issue,Los Angeles,Texas,Call-Center,Within SLA,54,Dallas/TX,N,N,Anita Patel
DKK-94462431-w-367020-fU,Global Ventures,Negative,3,12/2/23 12:45,Billing Question,Detroit,Michigan,Chatbot,Within SLA,41,New York/NY,Y,Y,Emily Johnson
DKK-64360556-w-872497-fU,Alpha Solutions,Negative,1,11/5/23 20:08,New Service Inquiry,San Diego,Texas,Chatbot,Above SLA,1,Dallas/TX,N,Y,David Kim
DKK-50927412-w-529511-fU,Prime Associates,Very Negative,3,12/17/23 2:36,Technical Support,Phoenix,Texas,Call-Center,Within SLA,3,Chicago/IL,Y,N,John Smith
